"Buenos Aires F.D., Argentina"
"Distrikt Paramaribo, Suriname"
"Distrikt Saramacca, Suriname"
"Distrikt Sipaliwini, Suriname"
"Distrikt Wanica, Suriname"
"Artigas, Uruguay"
"Canelones, Uruguay"
"Cerro Largo, Uruguay"
"Colonia, Uruguay"
"Departamento de Durazno, Uruguay"
"Departamento de Flores, Uruguay"
"Departamento de Montevideo, Uruguay"
"Departamento de Paysandú, Uruguay"
"Departamento de Rivera, Uruguay"
"Departamento de Rocha, Uruguay"
"Departamento de Río Negro, Uruguay"
"Departamento de Salto, Uruguay"
"Departamento de San José, Uruguay"
"Departamento de Tacuarembó, Uruguay"
"Departamento de Treinta y Tres, Uruguay"
"Florida, Uruguay"
"Lavalleja, Uruguay"
"Maldonado, Uruguay"
"Soriano, Uruguay"
"Dependencias Federales, Venezuela"
"Distrito Capital, Venezuela"
"Estado Amazonas, Venezuela"
"Estado Anzoátegui, Venezuela"
"Estado Apure, Venezuela"
"Estado Aragua, Venezuela"
"Estado Barinas, Venezuela"
"Estado Bolívar, Venezuela"
"Estado Carabobo, Venezuela"
"Estado Cojedes, Venezuela"
"Estado Falcón, Venezuela"
"Estado Guárico, Venezuela"
"Estado Lara, Venezuela"
"Estado Miranda, Venezuela"
"Estado Monagas, Venezuela"
"Estado Mérida, Venezuela"
"Estado Nueva Esparta, Venezuela"
"Estado Portuguesa, Venezuela"
"Estado Sucre, Venezuela"
"Estado Trujillo, Venezuela"
"Estado Táchira, Venezuela"
"Estado Vargas, Venezuela"
"Estado Yaracuy, Venezuela"
"Estado Zulia, Venezuela"
"Territorio Federal Delta Amacuro, Venezuela"
